phone,light,pup,far,9
phone,light,squat,close,10
webcam,dark,pup,close,9
phone,dark,squat,close,9
webcam,light,squat,close,9
webcam,dark,squat,far,1
webcam,light,pup,far,10
webcam,light,pup,close,9
phone,dark,pup,far,9
phone,light,squat,far,9
phone,dark,pup,close,10
phone,light,pup,close,9
phone,dark,squat,far,9
webcam,dark,pup,far,11
webcam,light,squat,far,9
webcam,dark,squat,close,8
